Unnamed: 0,id_realEstates,isNew,realEstate_name,phone_realEstate,url_inmueble,rooms,bathrooms,surface,price,date,description,address,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude,zipCode,customZone,pps
3766,153472869,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,4.0,2.0,,416500,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3768,153472270,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,3.0,2.0,,304500,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3769,153472895,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,4.0,2.0,,338000,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3770,153472888,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,4.0,2.0,,418000,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3771,149738977,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,2.0,2.0,,286500,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3775,153472845,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,4.0,2.0,,412500,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3778,153472250,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,3.0,2.0,,306000,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3779,153472293,False,aurea homes,911227138.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/jardin/149064116/d,3.0,2.0,,345000,2019-12-27T07:36:00Z,"Próxima promoción de viviendas en Getafe. Aurea El Bercial es una promoción de viviendas ubicada en Getafe - El Bercial, cercano a todo tipo de servicios: Complejos deportivos, I.E.S, Hospital Universitario de Getafe, supermercados, etc. 
  IVA no incluido. Garaje y trastero incluidos","Avenida de la Paz, 1, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,31622","-3,73848",,,
3929,153500640,False,inmobiliaria maqueda,916357596.0,https://www.fotocasa.es/vivienda/madrid-capital/el-canaveral-los-berrocales-152103021,3.0,1.0,77.0,115000,2019-12-27T06:00:00Z,"Inmobiliaria MAQUEDA vende piso para actualizar en Avenida de Portugal, junto a Metro y Renfe (Alcorcón Central). 77 m² distribuidos en 3 dormitorios, cocina reformada y amueblada, salón comedor con terraza abierta y cuarto de baño reformado con plato de ducha. El edificio dispone de ascensor. 
 
Excelente ubicación a un paso de Metro (L12), Renfe (C5) y autobús (450, 520, 541, 545, 546, 547, 548). 
 
Ideal para inversores.   
 
¡Inmobiliaria MAQUEDA no cobra comisiones al comprador!","Avenida Portugal, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Centro,Zona Renfe,Zona Renfe,0,0,0,0,0,0,0,0,0,0,"40,34879","-3,83085",,,1493.5064935064936
3933,152700731,False,redpiso alcorcon valderas,910759562.0,https://www.fotocasa.es/vivienda/madrid-capital/el-canaveral-los-berrocales-152103021,3.0,2.0,107.0,269900,2019-12-27T06:00:00Z,"!OPORTUNIDAD! Redpiso vende estupenda vivienda de 107m² distribuidos en 3 dormitorios,el principal con terraza, salón, cocina office con tendedero y dos baños, uno de ellos en suite. Dispone de aire acondicionado en la zona de comedor. Armarios empotrados en todos  los dormitorios y en Hall de entrada. Paredes lisas, ventanas de climalit, cuenta con luces de Led en todas las estancias. Muy luminoso. Incluye amplia plaza de garaje y trastero. Ubicado en urbanización privada con piscina y conserje. Próximo al metro Joaquin Vilumbrales, rodeado de zonas ajardinadas y cerca de los accesos viales M-40, A-5. Financiamos hasta el 100% Redpiso tu hogar, nuestro compromiso.","Calle Camelias, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Valderas - Los Castillos,,Valderas - Los Castillos,0,0,0,0,0,0,0,0,0,0,"40,35331","-3,79921",,,2522.429906542056
3960,149638965,False,viviendas para ti,918003243.0,https://www.fotocasa.es/es/comprar/vivienda/aranjuez/terraza-ascensor/153220533/d,3.0,2.0,141.0,0,2019-12-27T05:18:00Z,"EDIFICIO CANTO REDONDO, es un exclusivo edificio de diseño innovador y atractivo, con primeras calidades en sus acabados, modernas instalaciones, amplios espacios y distribución personalizable, a la medida de las distintas necesidades familiares, que hará que la experiencia de vivir en él sea todo un privilegio, ya que además, se sitúa en la plaza más emblemática del corazón de Getafe, en la zona peatonal que contiene la mejor oferta comercial, de ocio y servicios de esta gran ciudad. Cuenta con parada de autobuses urbanos e interurbanos. Está a 10 minutos a pie de la Estación de Cercanía de Renfe y Metrosur, del Ayuntamiento, la Catedral, el teatro, los mejores colegios, el Centro de Salud… en definitiva, tiene todo lo que necesita al alcance.","Plaza Canto Redondo, 5, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Centro,,Centro,0,0,0,0,0,0,0,0,0,1,"40,30754","-3,72869",,,0.0
3990,149638965,False,viviendas para ti,918003243.0,https://www.fotocasa.es/es/comprar/vivienda/aranjuez/terraza-ascensor/153220533/d,3.0,2.0,141.0,0,2019-12-27T05:18:00Z,"EDIFICIO CANTO REDONDO, es un exclusivo edificio de diseño innovador y atractivo, con primeras calidades en sus acabados, modernas instalaciones, amplios espacios y distribución personalizable, a la medida de las distintas necesidades familiares, que hará que la experiencia de vivir en él sea todo un privilegio, ya que además, se sitúa en la plaza más emblemática del corazón de Getafe, en la zona peatonal que contiene la mejor oferta comercial, de ocio y servicios de esta gran ciudad. Cuenta con parada de autobuses urbanos e interurbanos. Está a 10 minutos a pie de la Estación de Cercanía de Renfe y Metrosur, del Ayuntamiento, la Catedral, el teatro, los mejores colegios, el Centro de Salud… en definitiva, tiene todo lo que necesita al alcance.","Plaza Canto Redondo, 5, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Centro,,Centro,0,0,0,0,0,0,0,0,0,1,"40,30754","-3,72869",,,0.0
4020,149638965,False,viviendas para ti,918003243.0,https://www.fotocasa.es/es/comprar/vivienda/aranjuez/terraza-ascensor/153220533/d,3.0,2.0,141.0,0,2019-12-27T05:18:00Z,"EDIFICIO CANTO REDONDO, es un exclusivo edificio de diseño innovador y atractivo, con primeras calidades en sus acabados, modernas instalaciones, amplios espacios y distribución personalizable, a la medida de las distintas necesidades familiares, que hará que la experiencia de vivir en él sea todo un privilegio, ya que además, se sitúa en la plaza más emblemática del corazón de Getafe, en la zona peatonal que contiene la mejor oferta comercial, de ocio y servicios de esta gran ciudad. Cuenta con parada de autobuses urbanos e interurbanos. Está a 10 minutos a pie de la Estación de Cercanía de Renfe y Metrosur, del Ayuntamiento, la Catedral, el teatro, los mejores colegios, el Centro de Salud… en definitiva, tiene todo lo que necesita al alcance.","Plaza Canto Redondo, 5, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Centro,,Centro,0,0,0,0,0,0,0,0,0,1,"40,30754","-3,72869",,,0.0
4028,153778222,False,vivantial,911368467.0,https://www.fotocasa.es/vivienda/alcobendas/alcobendas-ciudad-ascensor-calle-naranjos-10-153502730,3.0,1.0,87.0,175000,2019-12-27T05:16:00Z,"¡Oportunidad! - Somos propiedad - Sin Comisiones - Te Buscamos Financiación Piso de 87 m² distribuidos en 3 habitaciones, 1 cuarto de baño, salón-comedor, terraza exterior y cocina. Es muy luminoso y está muy bien distribuido. Tiene los suelos de parquet y las ventanas de aluminio. Es una 3ª planta CON ASCENSOR. Está muy cercano al transporte urbano, a 1 minuto de la parada de autobús (L491, L492) y bien comunicado por carretera. Hay todo tipo de servicios en la zona: colegios, tiendas, comercios, centros de salud.","Portugal, Fuenlabrada",España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,Fuenlabrada II - El Molino,,Fuenlabrada II - El Molino,0,0,0,0,0,0,0,0,0,0,"40,2808183","-3,8083335",,,2011.4942528735633
4061,143395443,False,viviendas para ti,918003243.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-sureste/153220414/d,3.0,2.0,131.0,375000,2019-12-27T05:05:00Z,"Exclusiva Urbanización situada junto a El Corte Inglés y la estación de Metro. Con sólo cruzar la calle se accede a todo lo que ofrece el mayor centro comercial de esta firma, así como a la estación de Metro de El Bercial, que comunica en el menor tiempo con Getafe, Madrid y sus municipios. El Olivar de El Bercial es una promoción de 84 viviendas, distribuida en cuatro edificios, sin locales en sus bajos, distanciados de las aceras y situado en el interior de una agradable urbanización privada, ajardinada, con piscinas para adultos y niños, pista de padel y parque infantil y rodeada de una valla perimetral con cámaras de seguridad que le confiere la privacidad y tranquilidad que todos queremos. Las viviendas cuentan con excelentes acabados, 2 plazas de garaje y trastero incluido en el precio, 3 ó 4 dormitorios, 2 baños, espaciosa cocina con tendedero adicional y un amplio salón por el que se accede a una agradable terraza para disfrutarla.",Getafe,España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,0,"40,32793","-3,73224",,,2862.5954198473282
4073,152965791,False,redpiso leganes zarzaquemada,910757661.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-sureste/153220414/d,3.0,1.0,75.0,146900,2019-12-27T05:00:00Z,"Piso compuesto por 3 dormitorios, salón, cocina y baño. Finca con ascensor y acceso a personas con movilidad reducida. Dispone en sus inmediaciones de todos los servicios necesarios, tales como colegios, farmacias, paradas de metro, autobús y supermercados. A pocos minutos de la estación de tren. Puede visitar el inmueble sin ningún tipo de compromiso. Para ver las fotos en 360º visite nuestra página.",Leganés,España,Madrid,Madrid,Zona Sur de Madrid,"Leganés, Zona de",Leganés,,Zarzaquemada,,Zarzaquemada,0,0,0,0,0,0,0,0,0,0,"40,334721","-3,751087",,,1958.6666666666667
4074,153274023,False,vivienda madrid usera plaza eliptica,910920867.0,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-sureste/153220414/d,3.0,1.0,80.0,145000,2019-12-27T05:00:00Z,"Piso de 80 m2, en pleno centro de Alcorcón, junto al ayuntamiento, zona muy tranquila. Ubicado en la primera planta de una finca de cuatro alturas con ascensor. Debido a su amplitud, está muy bien distribuido en 3 dormitorios, 2 de ellos dobles, salón independiente con acceso a terraza en esquina, cuarto de baño completo con ventana y bañera y cocina muy amplia, con ventana. Dispone de puertas macizas, suelos de parquet, ventanas de aluminio y calefacción eléctrica. 
 
Llámenos y venga a visitarlo sin compromiso. Isabel","Calle Madrid, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Centro,Casco Antiguo,Casco Antiguo,0,0,0,0,0,0,0,0,0,0,"40,34913","-3,82771",,,1812.5
4111,153580161,False,vivantial,911368467.0,https://www.fotocasa.es/vivienda/madrid-capital/calle-javier-ferrero-152167723,3.0,1.0,65.0,128000,2019-12-27T04:44:00Z,"¡Oportunidad! - Somos propiedad - Sin Comisiones - Te Buscamos Financiación El inmueble es un piso con un espacio de 65 m² distribuidos en 3 habitaciones, 1 cuarto de baño, salón-comedor, terraza y cocina. Es muy luminoso y está muy bien distribuido. Tiene los suelos de gres y las ventanas de Hierro. Es una 5 ª planta CON ASCENSOR. Está muy cercano al transporte urbano, a 2 minutos andando de la parada de autobús Riola- La Sagra (L481, L488). Hay todo tipo de servicios en la zona: colegios, tiendas, comercios, centros de salud.","Calle Rioja, Leganés",España,Madrid,Madrid,Zona Sur de Madrid,"Leganés, Zona de",Leganés,,Zarzaquemada,,Zarzaquemada,0,0,0,0,0,0,0,0,0,0,"40,333254","-3,7565717",,,1969.2307692307693
4169,152246793,False,inmobiliaria de la rosa,912178694.0,https://www.fotocasa.es/vivienda/madrid-capital/aire-acondicionado-jardin-terraza-ascensor-piscina-calle-concejal-gines-melendez-15-152633132,1.0,1.0,62.0,155000,2019-12-27T04:28:00Z,"Edificio Santo Domingo, se ubica en el corazón de Alcorcón, entre la calle Mayor, la calle Polvoranca y el Polideportivo Los Cantos. Consta de 12 viviendas, trasteros y tendederos. Todas las viviendas son exteriores y se han diseñado para aprovechar al máximo el espacio y la luminosidad.
La calefacción por SUELO RADIANTE, el sistema de AEROTERMIA, las puertas correderas, las ventanas de PVC, el sistema domótico y control por voz… son sólo algunas de las terminaciones que hace que esta promoción de viviendas sea única en Alcorcón. Ha sido diseñado para ofrecer el nivel más alto de calidad y eficiencia energética. APROVECHA LAS VENTAJAS Y DESCUENTOS POR EL INICIO DE LA COMERCIALIZACIÓN.","Calle Santo Domingo, 5, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Centro,,Centro,0,0,0,0,0,0,0,0,0,1,"40,34438","-3,82546",,,2500.0
4213,153288458,False,nozar sa,911791586.0,https://www.fotocasa.es/es/comprar/vivienda/aranjuez/aire-acondicionado-terraza/152306224/d,3.0,2.0,135.0,456900,2019-12-27T04:09:00Z,"""""""Nozar pone en marcha una de las promociones más exclusivas en uno de los enclaves más especiales y con más zonas verdes de Alcorcón: Parque Oeste.
64 viviendas de 2, 3 y 4 dormitorios con terraza, bajos con jardín y áticos dúplex, con 1 o 2 plazas de garaje.

Con espaciosas zonas comunes con jardín, piscinas (para adultos y para niños), pista de pádel, parque infantil, sala co-living con wifi, billar y gastroteca, sala de comunidad con Home Cinema, gimnasio con vestuarios y sauna.""					
					
					
""En la calle Copenhague, 60 y con vistas a los jardines de la Universidad Rey Juan Carlos. Un lugar perfecto para disfrutar de las zonas verdes y de todos los servicios y comunicaciones que te ofrece la exclusiva zona de Parque Oeste.

Junto a la estación de cercanías Las Retamas, y la estación de metro Parque Oeste, se trata de una de las zonas más completas en lo que a superficies comerciales se refiere: Mercadona, Leroy Merlín, IKEA, MediaMarkt, Decathlon, etc.

""","Calle Copenhague, 60, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Parque Oeste - Fuente Cisneros,,Parque Oeste - Fuente Cisneros,0,0,0,0,0,0,0,0,0,1,"40,34368","-3,8455",,,3384.4444444444443
4240,152164250,False,grupo gonzalez gervaso,914871849.0,https://www.fotocasa.es/es/comprar/vivienda/san-fernando-de-henares/terraza-ascensor/153220452/d,4.0,3.0,185.0,489000,2019-12-27T03:54:00Z,"Ubicado en un enclave con grandes avenidas y extensas zonas verdes. Una urbanización cerrada, con grandes espacios interiores, piscina, amplias zonas ajardinadas y de juegos infantiles, gimnasio comunitario, salón de eventos, portería con CCTV, etc. Se trata de un edificio de viviendas en régimen libre, de nueva construcción, en la zona más comercial de la ciudad -a unos pasos de El Corte Inglés de El Bercial, estación de Metro y parada de autobús- con 96 viviendas de 2, 3 y 4 dormitorios.
Viviendas únicas, áticos de ensueño, zonas construidas en cascada que confieren al edificio una personalidad irrepetible. Con amplias terrazas, 1 ó 2 plazas de aparcamiento y trastero por cada vivienda.
Acabados de calidad, materiales de última generación, espectaculares fachadas, que convierten el conjunto arquitectónico en un referente de la zona. Su inversión está asegurada, porque la calidad perdura y se revaloriza mientras que Vd. la disfruta.","Avenida de la Paz, 41, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,El Bercial,,El Bercial,0,0,0,0,0,0,0,0,0,1,"40,32635","-3,72974",,,2643.2432432432433
4245,153692247,False,zosma,910301574.0,https://www.fotocasa.es/es/comprar/vivienda/san-fernando-de-henares/terraza-ascensor/153220452/d,2.0,2.0,89.0,235500,2019-12-27T03:52:00Z,"62 viviendas de 2 y 3 dormitorios con amplias terrazas, garajes y trasteros. El residencial consta de piscina con solárium, zona de juegos infantiles, zona deportiva, formada por una pista de pádel y un área polivalente, y una sala comunitaria para la celebración de eventos sociales. Unas zonas comunes pensadas para el disfrute de toda la familia.
Apostamos por la eficiencia energética y la sostenibilidad, por eso nuestra construcción nos permite obtener una calificación energética B.							
					
En los alrededores hay amplias zonas verdes y paseos, colegios y centros educativos, como la Universidad Rey Juan Carlos, centros deportivos, comerciales y de ocio, así como el Hospital Universitario de Fuenlabrada.

Conexiones:

Salida directa a la M-506 y M-407 conectando inmediatamente con M-50, M-40, A-5, R-5, que nos llevan al centro de Madrid y a las localidades del entorno. 

Los precios no incluyen IVA.","Calle Gardenias, 2, Fuenlabrada",España,Madrid,Madrid,Zona Sur de Madrid,"Fuenlabrada, Zona de",Fuenlabrada,,Universidad - Hospital en Fuenlabrada,,Universidad - Hospital en Fuenlabrada,0,0,0,0,0,0,0,0,0,1,"40,29338","-3,82598",,,2646.067415730337
4258,150500591,False,identy,,https://www.fotocasa.es/es/comprar/vivienda/san-fernando-de-henares/terraza-ascensor/153220452/d,3.0,3.0,233.0,385000,2019-12-27T03:47:00Z,"NUEVA PROMOCIÓN DE CHALETS DE LUJO EN EL CERRO BUENAVISTA DE GETAFE DESDE 365.000 EUROS.LICENCIA DE OBRAS CONCEDIDA,INICIO DE OBRAS INMEDIATA.
49  Viviendas Adosadas de en la mejor zona del Cerro Buenavista. Las parcelas tienen su acceso peatonal como de vehículos por su frente de fachada.Las viviendas se desarrollan en tres plantas(planta sótano, baja y primera más un casetón en cubierta.La planta sótano está preparada para alojar dos vehículos y trasteros.En planta baja se ubican el Salón, la cocina y un baño y también un dormitorio en la tipologia de cuatro habitaciones.En planta primera se sitúan tres dormitorios, dos baños, uno de ellos en suite.
LA PROMOCIÓN, está situada en un enclave de comunicaciones estratégico dentro del Sur de Madrid.Situada entre la A-42, M-50 y la M-406, en el término municipal de Getafe, en la zona del Sector tres denominada Cerro de Buenavista.Un enclave privilegiado de viviendas unifamiliares nuevas, cerca del Hospital","Calle Margarita Fuentes, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Sector 3,,Sector 3,0,0,0,0,0,0,0,0,0,0,"40,30546","-3,75275",,,1652.3605150214592
4261,151277043,False,urban alcorcon,,https://www.fotocasa.es/es/comprar/vivienda/san-fernando-de-henares/terraza-ascensor/153220452/d,1.0,1.0,66.0,159000,2019-12-27T03:45:00Z,"""Un espacio único en el corazón de Alcorcón. Calle Colón – calle Aragón
18 viviendas nuevas y confortables de 1 y 2 dormitorios.
Magníficas y modernas calidades (aire acondicionado, cocina amueblada)
Piscina

En pleno centro urbano, y a 5 minutos de Alcorcón Central (estación de Metro y Cercanías-Renfe). Excelente situación con rápido acceso a la A-5, M-40 y M *** Oficina de ventas en calle Mayor, 1 – plaza de las Hermandades
Horario: Lunes a Viernes, 10:00 a 14:00 y 16:00 a 20:00. Sábados, domingos y festivos, cerrado

Estado: En proyecto.
Entrega: Tercer trimestre 2021""","Calle Colón, 3, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Centro,Casco Antiguo,Casco Antiguo,0,0,0,0,0,0,0,0,0,1,"40,34775","-3,82853",,,2409.090909090909
4282,150371759,False,aedas homes,971922823.0,https://www.fotocasa.es/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor-television-internet-piscina-calle-miguel-aracil-31-152754992,3.0,3.0,188.0,420000,2019-12-27T03:30:00Z,"Desde Aedas Homes te ofrecemos esta moderna urbanización de 54 chalets para todas las necesidades (3 y 4 dormitorios),en el municipio madrileño de Alcorcón. Ulloa III plantea los chalets en dos hileras que dejan un espacio diáfano en medio para poder ser usado como área de esparcimiento y convivencia.Hemos diseñado tu nuevo chalet con dos jardines de diferente orientación.También hemos pensado en que disfrutes de luz natural, la disposición en doble altura del salón aporta un plus de luminosidad y logra una mayor sensación de amplitud. Todas las estancias de tu vivienda están pensadas para que percibas su confort rodeado de primeras calidades. Aedas Homes te ofrece la posibilidad de separar la cocina del salón o hacer una estancia conjunta sin tabiques divisores. La piscina comunitaria, los vestuarios y la zona de juegos infantiles quedan recogidos en el vano central de la urbanización.Hemos diseñado un salón comunitario moderno y atractivo donde podrás celebrar cada nuevo acontecimiento
Ahora también puedes solicitar información en  la nueva oficina de ventas  en el Centro Comercial  ABC  Serrano en Paseo de la Castellana ,  36 , Madrid.","Calle Derechos Civiles, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Prado Santo Domingo - Ensanche,,Prado Santo Domingo - Ensanche,0,0,0,0,0,0,0,0,0,0,"40,33143199","-3,82322187",,,2234.0425531914893
4343,139991640,False,grupo gonzalez gervaso,914871849.0,https://www.fotocasa.es/vivienda/rivas-vaciamadrid/terraza-piscina-calle-luis-garcia-berlanga-4-153221475,3.0,2.0,113.0,300486,2019-12-27T02:57:00Z,"PROMOGONSA
Grupo González Gervaso
Tel: *** Calle Terradas 20
Getafe (Zona Kelvinator) *** Madrid
Lunes-Viernes: de 10,30 a 14,00 h y de 17,30 a 20,00 h
Sábado: de 10,00 h a 14,00 h y de 16,30 a 20,00 h
Domingo: de 10,00 h a 14,00 h.
.xx.x.x
Un auténtico lujo en pleno centro de la ciudad. Se ha realizado una plaza ajardinada delantera para dar espacio y visibilidad a la edificación.
Se trata de un edificio de Viviendas libres, de nueva construcción, en el mismo centro de Getafe, a un paso del Ayuntamiento, en la zona más comercial de la ciudad, con 86 viviendas de 2 y 3 y 4 dormitorios y piscina, una dotación inigualable en el casco antiguo de Getafe, que se adaptarán perfectamente a sus necesidades.
El edificio tiene un diseño moderno y atractivo y las viviendas cuentan con acabados de calidad. Es un edificio con tres plantas de sótano, y seis plantas sobre rasante (Baja más cinco) 
Consultar disponibilidad de trasteros y plazas de garaje.
La promoción consta de 5 p","Calle Toledo, 35, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,San Isidro,,San Isidro,0,0,0,0,0,0,0,0,0,1,"40,30206","-3,73321",,,2659.16814159292
4363,149638983,False,viviendas para ti,918003243.0,https://www.fotocasa.es/es/comprar/vivienda/rivas-vaciamadrid/rivas-urbanizaciones/152580533/d,2.0,2.0,141.0,0,2019-12-27T02:44:00Z,"EDIFICIO CANTO REDONDO, es un exclusivo edificio de diseño innovador y atractivo, con primeras calidades en sus acabados, modernas instalaciones, amplios espacios y distribución personalizable, a la medida de las distintas necesidades familiares, que hará que la experiencia de vivir en él sea todo un privilegio, ya que además, se sitúa en la plaza más emblemática del corazón de Getafe, en la zona peatonal que contiene la mejor oferta comercial, de ocio y servicios de esta gran ciudad. Cuenta con parada de autobuses urbanos e interurbanos. Está a 10 minutos a pie de la Estación de Cercanía de Renfe y Metrosur, del Ayuntamiento, la Catedral, el teatro, los mejores colegios, el Centro de Salud… en definitiva, tiene todo lo que necesita al alcance.","Plaza Canto Redondo, 5, Getafe",España,Madrid,Madrid,Zona Sur de Madrid,"Getafe, Zona de",Getafe,,Centro,,Centro,0,0,0,0,0,0,0,0,0,1,"40,30754","-3,72869",,,0.0
4374,153288524,False,nozar sa,911791586.0,https://www.fotocasa.es/es/comprar/vivienda/rivas-vaciamadrid/rivas-urbanizaciones/152580533/d,3.0,2.0,139.0,477100,2019-12-27T02:41:00Z,"""""""Nozar pone en marcha una de las promociones más exclusivas en uno de los enclaves más especiales y con más zonas verdes de Alcorcón: Parque Oeste.
64 viviendas de 2, 3 y 4 dormitorios con terraza, bajos con jardín y áticos dúplex, con 1 o 2 plazas de garaje.

Con espaciosas zonas comunes con jardín, piscinas (para adultos y para niños), pista de pádel, parque infantil, sala co-living con wifi, billar y gastroteca, sala de comunidad con Home Cinema, gimnasio con vestuarios y sauna.""					
					
					
""En la calle Copenhague, 60 y con vistas a los jardines de la Universidad Rey Juan Carlos. Un lugar perfecto para disfrutar de las zonas verdes y de todos los servicios y comunicaciones que te ofrece la exclusiva zona de Parque Oeste.

Junto a la estación de cercanías Las Retamas, y la estación de metro Parque Oeste, se trata de una de las zonas más completas en lo que a superficies comerciales se refiere: Mercadona, Leroy Merlín, IKEA, MediaMarkt, Decathlon, etc.

""","Calle Copenhague, 60, Alcorcón",España,Madrid,Madrid,Zona Suroeste,"Alcorcón, Zona de",Alcorcón,,Parque Oeste - Fuente Cisneros,,Parque Oeste - Fuente Cisneros,0,0,0,0,0,0,0,0,0,1,"40,34368","-3,8455",,,3432.3741007194244
